Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Value new (USD),Value used (USD),Launch date,Exit date
41239-1,DC Super Hero Girls,,2017,Eclipso Dark Palace,3,1078,99.99,99.99,129.99,99.99,5.70202E+12,6.73419E+11,48.006,37.7952,7.0612,1.546749,90.89,76.05,1/6/2017,31/12/2017
10242-1,Creator Expert,Vehicles,2014,MINI Cooper MK VII,,1077,79.99,99.99,119.99,89.99,5.70202E+12,,37.5,35,9,1.32,202.47,130.84,1/8/2014,31/08/2015
42111-1,Technic,Licensed,2020,Dom's Dodge Charger,,1077,104.99,119.99,149.99,119.99,5.70202E+12,6.73419E+11,35.4,37.8,11.8,1.65,79.6,58.77,27/04/2020,31/12/2023
7194-1,Star Wars,Ultimate Collector Series,2002,Yoda,,1075,79.99,100,,,5.70201E+12,,57.6,38.4,7.2,,480,210.89,1/1/2002,31/12/2003
21329-1,Ideas,Licensed,2021,Fender Stratocaster,,1074,104.99,119.99,149.99,119.99,5.70202E+12,,26.2,38.2,11.8,,102.62,69.99,1/10/2021,31/12/2023
75318-1,Star Wars,The Mandalorian,2020,The Child,1,1073,79.99,89.99,109.99,89.99,5.70202E+12,,26.2,38.2,11.8,,63.09,44.66,30/10/2020,31/12/2023
7783-1,Batman,,2006,The Batcave: The Penguin and Mr. Freeze's Invasion,7,1071,79.99,89.99,,,5.70201E+12,6.73419E+11,57.6,38.4,9.6,2.31,779.53,366.84,1/6/2006,31/12/2007
21319-1,Ideas,Licensed,2019,Central Perk,7,1070,69.99,59.99,89.99,79.99,5.70202E+12,,38,26,9.1,1.352,59.07,44.78,1/9/2019,31/12/2022
70670-1,Ninjago,General,2019,Monastery of Spinjitzu,8,1070,79.99,79.99,99.99,77.97,5.70202E+12,6.73419E+11,48,37.8,7.05,1.52,124.34,102.59,1/1/2019,31/12/2020
70732-1,Ninjago,Possession,2015,City of Stiix,9,1069,89.99,99.99,129.99,99.99,5.70202E+12,6.73419E+11,58.1914,37.7952,8.7122,1.83,256.96,141.94,1/6/2015,31/12/2016
10174-1,Star Wars,Ultimate Collector Series,2006,Imperial AT-ST,,1068,58.69,79.99,,,5.70201E+12,6.73419E+11,48,38.4,7.2,,492.59,259.2,1/7/2006,31/12/2008
40503-1,Promotional,LEGO House,2022,Dagny Holm - Master Builder,,1068,,,,,,,,,,,112.24,,,
80106-1,Seasonal,Chinese Traditional Festivals,2021,Story of Nian,7,1067,59.99,79.99,109.99,69.99,5.70202E+12,,35.4,37.8,7.1,,70.59,47.04,1/1/2021,31/12/2021
80108-1,Seasonal,Chinese Traditional Festivals,2022,Lunar New Year Traditions,12,1066,59.99,79.99,99.99,69.99,,,,,,,64.97,49.82,,
4483-1,Star Wars,Episode V,2003,AT-AT,4,1064,89.99,100,,,,6.73419E+11,57.6,38.4,9.6,,371.25,203.15,1/6/2003,31/12/2004
910017-1,Bricklink,2021 Designer Program,2021,Kakapo,,1063,61.99,79.99,,69.99,,,,,,,187.58,,,
42029-1,Technic,,2014,Customised Pick-Up Truck,,1063,69.99,99.99,119.99,89.99,5.70202E+12,,54.0004,28.194,9.0932,1.61,156.46,85.59,1/8/2014,31/12/2015
4957-1,Creator,3 in 1,2007,Ferris Wheel,,1063,48.95,69.99,,,,6.73419E+11,57.6,38.4,7.2,1.96,209.99,74.69,1/7/2007,31/12/2008
75335-1,Star Wars,Jedi: Fallen Order,2022,BD-1,1,1062,89.99,99.99,129.99,99.99,5.70202E+12,,35.4,37.8,7.1,,87.52,55,1/8/2022,31/12/2023
8265-1,Technic,,2009,Front Loader,,1061,74.99,79.99,129.99,,5.70201E+12,,58.2,37.8,8.7,,175,66,1/8/2009,31/12/2010
5893-1,Creator,3 in 1,2010,Off-Road Power,,1061,71.99,89.99,119.99,,5.70201E+12,6.73419E+11,58.19,37.8,8.71,1.93,113.12,50.64,1/6/2010,31/12/2011
71755-1,Ninjago,Seabound,2021,Temple of the Endless Sea,7,1060,99.99,99.99,139.99,109.99,5.70202E+12,,48,37.8,7.1,,80.81,,1/6/2021,31/07/2022
75251-1,Star Wars,Miscellaneous,2019,Darth Vader's Castle,6,1060,119.99,129.99,149.99,129.99,5.70202E+12,,,,,,168.2,155,,
70165-1,Ultra Agents,,2014,Ultra Agents Mission HQ,5,1060,79.99,99.99,119.99,99.99,5.70202E+12,6.73419E+11,48.006,37.7952,9.398,1.79,187.16,79.69,1/6/2014,31/07/2015
9396-1,Technic,,2012,Helicopter,,1056,69.99,119.99,149.99,,5.70201E+12,,48,37.8,7.1,,178.31,88.32,1/8/2012,31/12/2013
60229-1,City,Mars Exploration,2019, Rocket Assembly & Transport,8,1055,119.99,149.99,199.99,129.99,5.70202E+12,,58,37.5,9.8,2.375,127.97,85.89,1/6/2019,31/12/2021
70916-1,The LEGO Batman Movie,,2017,The Batwing,3,1053,99.99,89.99,109.99,89.99,5.70202E+12,6.73419E+11,48.006,37.7952,9.398,1.528605,90.21,72.89,1/6/2017,31/07/2018
80010-1,Monkie Kid,A Hero is Born,2020,Demon Bull King,3,1051,74.99,89.99,119.99,79.99,5.70202E+12,,35.4,37.8,9.4,,127.93,90.61,16/05/2020,31/12/2021
75980-1,Harry Potter,Half-Blood Prince,2020,Attack on the Burrow,8,1047,89.99,99.99,139.99,99.99,5.70202E+12,,35.4,37.8,9.4,,104.12,104.65,1/6/2020,31/12/2022
SAMSONITE-1,Samsonite,Basic set,1972,1047 Piece Basic Set,,1047,,12.99,,,,,,,,,,,,
70909-1,The LEGO Batman Movie,,2017,Batcave Break-In,7,1047,109.99,99.99,129.99,99.99,5.70202E+12,6.73419E+11,48.006,37.7952,9.398,1.759937,112.16,88.34,,
7784-1,Batman,,2006,The Batmobile: Ultimate Collectors' Edition,,1045,49.99,70,,,5.70201E+12,6.73419E+11,48,38.4,9.6,1.98,326.43,154.93,1/6/2006,31/12/2007
42052-1,Technic,,2016,Heavy Lift Helicopter,,1042,109.99,139.99,179.99,119.99,5.70202E+12,6.73419E+11,58.2,37.8,8.7,,187.13,104.87,1/1/2016,31/12/2017
41935-1,Dots,Lots of Dots,2021,Lots of DOTS,,1040,17.99,19.99,24.99,19.99,5.70202E+12,,26.2,14.1,4.8,,15.9,,1/6/2021,31/12/2022
76156-1,Marvel Super Heroes,Eternals,2021,Rise of the Domo,6,1040,89.99,89.99,119.99,99.99,5.70202E+12,6.73419E+11,0,0,0,0,29.87,5.99,1/10/2021,31/12/2022
76122-1,DC Comics Super Heroes,Batman,2019,Batcave Clayface Invasion,6,1038,94.99,99.99,139.99,97.47,5.70202E+12,,48,37.8,7.1,,110.73,103.6,1/6/2019,31/12/2020
4002019-1,Star Wars,Employee gift,2019,Christmas X-wing,3,1038,,,,,,,,,,,694.99,538.07,,
76035-1,DC Comics Super Heroes,Batman,2015,Jokerland,8,1037,89.99,119.99,149.99,99.99,5.70202E+12,6.73419E+11,48.006,37.7952,7.0612,1.82054,146.72,109.81,1/6/2015,31/12/2016
8289-1,Technic,,2006,Fire Truck,,1035,49.99,74.99,,,5.70201E+12,6.73419E+11,48,38.4,7.2,1.82,140.86,56.8,1/10/2006,31/12/2007
70437-1,Hidden Side,,2020,Mystery Castle,6,1035,89.99,99.99,139.99,97.47,5.70202E+12,6.73419E+11,48,37.8,9.4,1.76,148.74,132.63,1/6/2020,31/12/2020
7676-1,Star Wars,The Clone Wars,2008,Republic Attack Gunship,7,1034,84.99,119.99,,,5.70201E+12,6.73419E+11,65.2,38.4,9.6,2.04,516.3,261.24,26/07/2008,30/06/2010
21030-1,Architecture,Landmark Series,2016,United States Capitol Building,,1032,84.99,99.99,129.99,99.99,5.70202E+12,,38.2,26.2,9.4,,123.52,100.76,1/9/2016,31/12/2019
41450-1,Friends,Heartlake City,2021,Heartlake City Shopping Mall,6,1032,89.99,99.99,139.99,99.99,5.70202E+12,6.73419E+11,58.2,37.8,8.7,,81.34,59.5,1/3/2021,31/12/2022
8436-1,Technic,,2004,Truck,,1027,59.99,90,,,,6.73419E+11,48,38.4,11.4,2.37,207.56,62.07,1/8/2004,30/09/2006
8274-1,Technic,,2007,Combine Harvester,,1025,48.95,69.99,,,5.70201E+12,6.73419E+11,48,38.4,7.2,1.55,350,104.32,1/8/2007,31/12/2008
70828-1,The LEGO Movie 2,,2019,Pop-Up Party Bus,4,1024,79.99,79.99,99.99,89.99,5.70202E+12,6.73419E+11,54,28.2,7.85,1.39,42.02,26.64,1/1/2019,31/12/2019
10269-1,Creator Expert,Vehicles,2019,Harley-Davidson Fat Boy,,1023,84.99,99.99,139.99,89.99,5.70202E+12,,48,28.2,7.4,,102.71,67.23,1/8/2019,31/12/2021
31026-1,Creator,3 in 1,2014,Bike Shop & Cafe,3,1023,64.99,89.99,109.99,69.99,5.70202E+12,6.73419E+11,48.006,37.7952,7.0612,1.79,92.07,65.75,1/6/2014,31/12/2015
75292-1,Star Wars,The Mandalorian,2020,The Razor Crest,5,1023,119.99,139.99,179.99,139.99,5.70202E+12,,48,37.8,7.1,,125.87,96.41,1/9/2020,31/12/2023
75323-1,Star Wars,The Bad Batch,2022,The Justifier ,5,1022,149.99,169.99,209.99,169.99,5.70202E+12,,58.2,37.8,8.7,,133.95,,1/8/2022,31/12/2023
8154-1,Racers,Tiny Turbos,2008,Brick Street Customs,,1021,34.25,69.99,,,,6.73419E+11,57.6,38.4,7.2,1.61,118.71,66.72,1/6/2008,31/12/2009
9789-2,Education,FIRST LEGO League Challenge,2002,City Sights Challenge Kit,,1020,,,,,,,,,,,,,,
42076-1,Technic,,2018,Hovercraft,,1020,59.99,89.99,109.99,69.99,5.70202E+12,6.73419E+11,48,28.2,7.4,,73.35,44.01,1/1/2018,31/12/2018
7019-1,Vikings,,2005,Viking Fortress against the Fafnir Dragon,6,1019,49.99,70,,,5.70201E+12,6.73419E+11,57.6,48,9.6,,496.6,201.53,1/8/2005,31/12/2006
75930-1,Jurassic World,Fallen Kingdom,2018,Indoraptor Rampage at Lockwood Estate,6,1019,119.99,129.99,149.99,129.99,5.70202E+12,6.73419E+11,48,37.8,9.4,1.89,188.2,180,16/04/2018,31/12/2019
41347-1,Friends,Beach,2018,Heartlake City Resort,4,1017,89.99,99.99,129.99,99.99,5.70202E+12,6.73419E+11,48,37.8,9.4,1.95,136.47,73.37,1/6/2018,31/12/2019
71721-1,Ninjago,Master of the Mountain,2020,Skull Sorcerer's Dragon,7,1016,74.99,79.99,109.99,79.99,5.70202E+12,6.73419E+11,54,28.2,7.9,1.17,85.65,64.71,1/6/2020,31/12/2021
7964-1,Star Wars,The Clone Wars,2011,Republic Frigate,5,1015,102.99,119.99,154.99,,5.70201E+12,6.73419E+11,58.19,37.8,8.71,1.84,408.08,253.09,1/6/2011,31/12/2012
41180-1,Elves,,2016,Ragana's Magic Shadow Castle,3,1014,79.99,99.99,129.99,89.99,,6.73419E+11,48.006,37.7952,7.0612,1.47871,148.89,117.12,1/6/2016,31/12/2017
5590-1,Model Team,,1990,Whirl and Wheel Super Truck,,1012,,80,,,,42884055905,,,,,1233.99,110.79,,
70709-1,Space,Galaxy Squad,2013,Galactic Titan,5,1012,79.99,99.99,129.99,,5.70201E+12,6.73419E+11,48,37.8,9.4,1.9,166.67,132.22,1/6/2013,31/12/2013
71369-1,Super Mario,Expansion Set,2020,Bowser's Castle Boss Battle,4,1010,89.99,99.99,139.99,99.99,5.70202E+12,,48,37.8,9.4,,99.47,72.8,1/8/2020,31/12/2021
60351-1,City,Space,2022,Rocket Launch Center,7,1010,129.99,159.99,199.99,149.99,5.70202E+12,,58.2,37.8,8.7,2.112,115.58,89.99,1/1/2022,31/12/2023
8108-1,Exo-Force,Golden City,2007,Mobile Devastator,13,1009,59.99,89.99,,,,6.73419E+11,65.2,38.4,9.6,2.11,189.91,153.09,1/6/2007,31/12/2007
8078-1,Atlantis,,2010,Portal of Atlantis,7,1007,81.99,99.99,129.99,,5.70201E+12,6.73419E+11,58.19,37.8,8.71,1.83,104.67,77.45,1/6/2010,31/12/2011
75243-1,Star Wars,Episode V,2019,Slave I - 20th Anniversary Edition,6,1007,109.99,119.99,159.99,116.97,5.70202E+12,6.73419E+11,48,37.8,7.1,,185.56,166.53,1/4/2019,31/12/2020
75256-1,Star Wars,The Rise of Skywalker,2019,Kylo Ren's Shuttle,6,1005,99.99,129.99,159.99,119.99,5.70202E+12,,48,37.8,9.4,,139.99,116.29,4/10/2019,31/12/2021
42077-1,Technic,,2018,Rally Car,,1005,89.99,109.99,139.99,99.99,5.70202E+12,6.73419E+11,48,28.2,11.8,1.7,117.33,65.06,1/1/2018,31/12/2019
75104-1,Star Wars,The Force Awakens,2015,Kylo Ren's Command Shuttle,6,1005,109.99,119.99,149.99,119.99,5.70202E+12,6.73419E+11,48.006,37.7952,7.0612,1.750865,103.68,64.26,4/9/2015,31/12/2017
76108-1,Marvel Super Heroes,Avengers: Infinity War,2018,Sanctum Sanctorum Showdown,5,1004,89.99,99.99,129.99,99.99,5.70202E+12,6.73419E+11,48,37.8,9.4,1.59,184.46,161.11,3/3/2018,31/12/2019
6112-2,Make and Create,,2007,LEGO World of Bricks,,1004,12.49,,,,,,,,,,,,,
71775-1,Ninjago,Crystalized,2022,Nya's Samurai X MECH,8,1003,104.99,119.99,149.99,119.99,5.70202E+12,,48,37.8,7.1,,95.33,,1/6/2022,31/12/2023
42080-1,Technic,,2018,Forest Harvester,,1003,119.99,149.99,179.99,129.99,5.70202E+12,6.73419E+11,48,37.8,7.05,1.69,137.35,82.74,1/8/2018,31/12/2019
31119-1,Creator,3 in 1,2021,Ferris Wheel,5,1002,79.99,79.99,109.99,89.99,5.70202E+12,,47.6,37.4,6.6,1.442,72.84,55.75,1/6/2021,31/12/2022
41430-1,Friends,Summer,2020,Summer Fun Water Park,4,1001,89.99,99.99,139.99,99.99,5.70202E+12,6.73419E+11,58.2,37.8,8.7,1.72,97.08,70,1/6/2020,31/12/2021
4258-1,Freestyle,,1998,Imagination Celebration Playscape,,1001,,35,,,,,,,,,,,,
4496-2,Creator,Bucket,2005,50th Anniversary Tub,,1000,19.99,20,,,,,,,,,99.5,,,
4013-1,Creator,Bucket,2003,Create and Imagine,,1000,27.99,,,,,,,,,,50.4,22.91,,
10705-1,Classic,Creative Building,2016,Creative Building Basket,,1000,39.99,59.99,79.99,39.99,5.70202E+12,6.73419E+11,33.8,20.8,22.4,,69.38,46.27,1/6/2016,31/12/2017
4278-1,Creator,Promotional,2003,Large Tub,,1000,29.99,,,,,,41.1,19.1,27.7,,67.05,26.07,1/9/2003,31/05/2004
4421-1,Creator,,2005,Big LEGO Box 1000,,1000,12.99,,,,,,,,,,,,,
4496-1,Creator,Bucket,2004,Fun with Building Tub,,1000,19.99,20,,,5.70201E+12,,37.6,25.2,27.3,,44.9,31.4,1/6/2004,31/12/2005
11030-1,Classic,Bricks,2023,Lots of Bricks,,1000,54.99,59.99,79.99,59.99,,,,,,,,,,
4107-1,Creator,Bucket,2002,Build Your Dreams,,1000,29.99,20,,,5.70201E+12,,,,,,,30,,
4630-1,Make and Create,,2012,Build & Play Box,,1000,39.99,,,,5.70201E+12,,38.5,23.1,24.6,,75.69,38.01,1/9/2012,31/12/2013
45020-1,Education,,2016,Creative LEGO Brick Set,,1000,,,,,5.70202E+12,6.73419E+11,38.2,26.2,11.8,,48.78,,1/1/2016,31/12/2028
6112-1,Make and Create,,2006,"LEGO World of Bricks - 1,000 Elements",,1000,12.49,20,,,,,,,,,45.1,,,
2184-1,Basic,,1997,XL Bulk Bucket,,1000,,,,,,,,,,,,,,
75330-1,Star Wars,Diorama Collection,2022,Dagobah Jedi Training Diorama,3,1000,79.99,89.99,119.99,89.99,5.70202E+12,,38.2,26.2,9.4,,66.97,61.5,26/04/2022,31/12/2023
4497-1,Creator,Bucket,2004,Pretend and Create,,1000,29.99,20,,,5.70201E+12,,37.6,25.2,27.3,,,,1/6/2004,31/12/2005
10682-1,Bricks and More,,2014,Creative Suitcase,,1000,34.99,59.99,69.99,39.99,5.70202E+12,6.73419E+11,38.2016,27.9908,13.9954,1.56,69.62,,,
4279-1,Creator,Bucket,2003,Creator Strata Red,,1000,29.99,,,,,,41.1,19.1,27.7,,,45.55,1/9/2003,31/05/2004
2453-1,Basic,,1998,Large Bulk Bucket,,1000,,,,,,,,,,,,,,
8157-1,Racers,Ferrari,2008,Ferrari F1 1:9,,997,73.39,89.99,,,,6.73419E+11,65.2,38.4,9.6,2.05,554.22,148.2,1/6/2008,31/12/2009
70404-1,Castle,,2013,King's Castle,7,996,79.99,99.99,129.99,,5.70201E+12,6.73419E+11,58.1914,37.7952,8.7122,2.11,442.52,190.18,1/8/2013,31/12/2014
43115-1,Vidiyo,Stages,2021,The Boombox,4,996,89.99,99.99,139.99,99.99,5.70202E+12,6.73419E+11,54,28.2,7.9,,51.54,37.38,1/6/2021,31/12/2021
70838-1,The LEGO Movie 2,,2019,Queen Watevra's ‘So-Not-Evil' Space Palace,5,995,94.99,99.99,139.99,99.99,5.70202E+12,,48,37.8,7.1,,62.13,54.82,1/5/2019,31/12/2019
10155-1,Advanced models,Maersk,2010,Maersk Line Container Ship,,990,102.99,119.99,139.99,,,6.73419E+11,48,28.2,11.8,,249.96,162.69,1/8/2010,31/07/2011
76403-1,Harry Potter,Deathly Hallows,2022,The Ministry of Magic,10,990,89.99,99.99,129.99,99.99,5.70202E+12,,48,37.8,7.1,,75.24,,1/6/2022,31/12/2023
71774-1,Ninjago,Crystalized,2022,Lloyd's Golden Ultra Dragon ,9,989,129.99,149.99,199.99,149.99,5.70202E+12,,48,37.8,7.1,,124.72,74.97,1/6/2022,31/12/2023
41722-1,Friends,Horseback Riding,2022,Horse Show Trailer,3,989,89.99,99.99,129.99,99.99,5.70202E+12,,48,37.8,7.1,,108.77,,1/6/2022,31/12/2023
10152-1,Advanced models,Maersk,2004,Maersk Sealand Container Ship,,988,,75,,,,6.73419E+11,,,,,237.54,182.78,,
4504-1,Star Wars,Episode V,2004,Millennium Falcon,5,985,99.99,100,,,5.70201E+12,6.73419E+11,57.6,38.4,9.6,1.83,580.59,101.98,1/6/2004,31/12/2005
41731-1,Friends,Heartlake City,2023,Heartlake International School,6,985,89.99,99.99,139.99,99.99,,,48,37.8,9.4,,78.16,,1/1/2023,31/12/2024
21127-1,Minecraft,Minifig-scale,2016,The Fortress,4,984,99.99,109.99,139.99,109.99,,6.73419E+11,48.006,37.7952,9.398,1.855191,255.75,124.4,1/9/2016,31/12/2017
60098-1,City,Trains,2015,Heavy-Haul Train,5,984,149.99,199.99,239.99,159.99,5.70202E+12,,58.1914,37.7952,11.811,2.62,305.15,188.24,1/6/2015,31/12/2017
8457-1,Technic,,2000,Power Puller,1,979,,100,,,5.70201E+12,,53.2,38.4,9.6,,572.39,164.69,1/9/2000,31/12/2001
76209-1,Marvel Super Heroes,Miscellaneous,2022,Thor's Hammer,1,979,104.99,99.99,129.99,119.99,5.70202E+12,,37.8,48,11.2,,87.88,89.77,1/3/2022,31/12/2023
6754-1,Creator,3 in 1,2009,Family Home,,976,59.99,59.99,79.99,,5.70201E+12,6.73419E+11,48.01,37.8,7.06,1.9,143,70.9,1/8/2009,31/12/2010
41685-1,Friends,Amusement Park,2021,Magical Funfair Roller Coaster,4,974,89.99,99.99,139.99,99.99,5.70202E+12,6.73419E+11,48,37.8,9.4,,84.91,58,1/6/2021,31/12/2022
10291-1,Icons,Licensed,2021,Queer Eye – The Fab 5 Loft,7,974,89.99,99.99,139.99,99.99,5.70202E+12,,48,28.2,9.1,,59.93,70,1/10/2021,31/12/2022
398-1,Hobby Set,,1978,USS Constellation,,973,,,,,,,,,,,,297.9,,
7094-1,Castle,Fantasy Era,2007,King's Castle Siege,10,973,73.39,99.99,,,5.70201E+12,6.73419E+11,65.2,38.4,9.6,2.63,520.88,222.37,1/6/2007,31/12/2009
71786-1,Ninjago,Core,2023,Zane's Ice Dragon Creature,,973,89.99,99.99,129.99,99.99,,,,,,,81.14,,,
10021-1,Hobby Set,,2003,USS Constellation,,973,44.99,60,,,,6.73419E+11,48,28.8,7.2,,203.38,150.26,3/3/2003,28/02/2005
75157-1,Star Wars,Rebels,2016,Captain Rex's AT-TE,5,972,109.99,119.99,149.99,129.99,5.70202E+12,6.73419E+11,48.006,37.7952,7.0612,1.410671,214.32,185.52,1/6/2016,31/12/2017
75969-1,Harry Potter,Half-Blood Prince,2020,Hogwarts Astronomy Tower,8,971,89.99,99.99,139.99,99.99,5.70202E+12,6.73419E+11,48,37.8,7.1,1.45,82.73,74.6,1/6/2020,31/12/2023
31097-1,Creator,3 in 1,2019,Townhouse Pet Shop & Café,3,969,74.99,79.99,99.99,79.99,5.70202E+12,,47.5,37.4,6.6,1.698,76.14,62.41,1/6/2019,31/12/2021
75314-1,Star Wars,The Bad Batch,2021,The Bad Batch Attack Shuttle,6,969,89.99,99.99,139.99,99.99,5.70202E+12,6.73419E+11,35.4,37.8,7.1,,96.2,45.96,1/8/2021,31/12/2022
71720-1,Ninjago,Master of the Mountain,2020,Fire Stone Mech,5,968,64.99,69.99,99.99,69.99,5.70202E+12,6.73419E+11,35.4,37.8,7.1,1.03,74.91,48,1/6/2020,31/12/2021
8877-1,Castle,Knights' Kingdom II,2005,Vladek's Dark Fortress,9,967,69.99,99.99,,,5.70201E+12,6.73419E+11,65.2,38.4,11.4,2.77,269.28,147.51,1/7/2005,31/12/2006
10173-1,Advanced models,Trains,2006,Holiday Train,7,965,49.99,89.99,,,5.70201E+12,,48,28.8,9.6,,490.5,349.09,1/9/2006,31/12/2007
92177-1,Ideas,,2020,Ship in a Bottle,,962,69.99,69.99,89.99,69.99,5.70202E+12,,38.2,26.2,7.1,,91.42,80,1/1/2021,31/12/2021
21313-1,Ideas,,2018,Ship in a Bottle,,962,69.99,69.99,89.99,69.99,5.70202E+12,,38.2,26.2,7.1,,88.4,71.08,1/2/2018,31/12/2019
8864-1,World Racers,,2010,Desert of Destruction,8,961,76.99,89.99,119.99,,5.70201E+12,6.73419E+11,58.19,37.8,8.71,1.76,117,34.07,1/6/2010,31/07/2011
10271-1,Creator Expert,Vehicles,2020,Fiat 500,,960,69.99,89.99,129.99,79.99,5.70202E+12,,47.8,28,7,1.107,76.55,62.81,1/3/2020,31/12/2022
77942-1,Creator Expert,Vehicles,2021,Fiat 500,,960,74.99,,,,5.70202E+12,,48,28.2,7.4,,126.65,102.95,1/9/2021,31/12/2021
42099-1,Technic,,2019,4x4 X-Treme Off-Roader,,958,199.99,249.99,299.99,229.99,5.70202E+12,,48,37.8,11.8,,197.19,143.01,1/8/2019,31/12/2021
10192-1,Factory,Space,2008,Space Skulls,4,956,48.95,99.99,,,5.70201E+12,,,,,,76.96,50,,
76087-1,DC Comics Super Heroes,DC Extended Universe,2017,Flying Fox: Batmobile Airlift Attack,6,955,99.99,129.99,159.99,119.99,,6.73419E+11,48.006,37.7952,9.398,1.628395,127.93,105.29,1/8/2017,31/12/2018
75058-1,Star Wars,Episode I,2014,MTT,12,954,89.99,89.99,109.99,99.99,5.70202E+12,,48.006,37.7952,7.0612,1.6,236.62,209.06,1/8/2014,31/12/2015
8868-1,Technic,,1992,Air Tech Claw Rig,,954,,139,,,,42884088682,,,,,683.43,141.31,,
9395-1,Technic,,2012,Pick-Up Tow Truck,,954,49.99,69.99,89.99,,5.70201E+12,6.73419E+11,48.01,28.19,7.39,1.38,119.65,51.03,1/1/2012,31/12/2013
7744-1,City,Police,2008,Police Headquarters,7,953,69.99,89.99,119.99,,,6.73419E+11,65.2,38.4,9.6,2.4,177.05,66.58,1/1/2008,31/12/2010
7642-1,City,Town,2009,Garage,4,953,69.99,99.99,129.99,,5.70201E+12,6.73419E+11,58.2,37.8,10.31,1.88,219.56,90.33,1/6/2009,31/12/2010
70679-1,Ninjago,Rise of the Snakes,2019,The Ultra Dragon,6,951,79.99,84.99,119.99,87.72,5.70202E+12,6.73419E+11,48,37.8,7.05,1.22,128.67,124.75,1/1/2019,31/12/2020
1776-1,Basic,,1996,Bonus Value Bucket,,950,,20,,,,,,,,,,,,
1857-1,Basic,,1996,Super Value Brick Pack,,950,,,,,,,,,,,,71.96,,
1819-1,Basic,,1995,Large Bucket,,950,,20,,,,,,,,,,25,,
11015-1,Classic,Miscellaneous,2021,Around the World,,950,44.99,49.99,69.99,49.99,5.70202E+12,6.73419E+11,38.2,26.2,9.4,,34.96,,1/6/2021,31/07/2023
9468-1,Monster Fighters,,2012,Vampyre Castle,7,949,79.99,99.99,129.99,,5.70201E+12,6.73419E+11,58.2,37.8,8.7,1.86,235.14,144.22,1/6/2012,31/12/2012
51515-1,Mindstorms,,2020,Robot Inventor,,949,314.99,359.99,459.99,359.99,5.70202E+12,6.73419E+11,0,0,0,0,380.43,289.99,15/10/2020,31/07/2023
42024-1,Technic,,2014,Container Truck,,948,59.99,79.99,99.99,69.99,5.70202E+12,,48.006,28.194,9.0932,1.36,162.56,73.98,1/1/2014,31/12/2015
4757-1,Harry Potter,Prisoner of Azkaban,2004,Hogwarts Castle,9,944,79.99,90,,,5.70201E+12,6.73419E+11,57.6,38.4,9.6,2.12,445,195.83,5/4/2004,31/12/2005
70615-1,The LEGO Ninjago Movie,,2017,Fire Mech,6,944,59.99,69.99,89.99,69.99,,6.73419E+11,35.4076,37.7952,9.398,1.25645,100.5,46.99,1/8/2017,31/12/2018
41952-1,Dots,Accessories,2022,Big Message Board,,943,34.99,39.99,49.99,39.99,5.70202E+12,,38.2,26.2,5.7,,33.1,,1/3/2022,31/12/2022
60216-1,City,Fire,2019,Downtown Fire Brigade,7,943,89.99,99.99,139.99,99.99,5.70202E+12,6.73419E+11,47.6,37.5,8.9,1.841,98.65,72.27,1/1/2019,31/12/2021
5378-1,Harry Potter,Order of the Phoenix,2007,Hogwarts Castle,9,943,69.99,89.99,,,5.70201E+12,6.73419E+11,57.6,38.4,7.2,1.65,677.52,300,1/6/2007,31/12/2007
75883-1,Speed Champions,Mercedes,2017,Mercedes AMG Petronas Formula One Team,8,941,84.99,99.99,129.99,99.99,5.70202E+12,6.73419E+11,54,28.2,9.1,,180.39,139.41,1/3/2017,31/12/2018
70816-1,The LEGO Movie,,2014,"Benny's Spaceship, Spaceship, SPACESHIP!",7,940,79.99,99.99,119.99,99.99,5.70202E+12,6.73419E+11,48.006,37.7952,7.0612,1.65,191.88,127.24,1/6/2014,31/07/2015
10313-1,Icons,Botanical Collection,2023,Wildflower Bouquet,,939,54.99,59.99,79.99,59.99,,,,,,,51.26,,,
75094-1,Star Wars,Episode VI,2015, Imperial Shuttle Tydirium,5,937,79.99,99.99,119.99,99.99,5.70202E+12,6.73419E+11,35.4076,37.7952,9.398,1.4301,189.68,123.63,1/6/2015,31/12/2016
75158-1,Star Wars,Rebels,2016,Rebel Combat Frigate,5,936,109.99,109.99,149.99,119.99,5.70202E+12,,48,37.8,7.1,,350.89,322.63,1/8/2016,31/07/2017
9333-1,Education,,2010,Vehicles Set,,934,,,,,5.70201E+12,,43.8,32.3,17.4,1.22,91.66,,1/1/2010,31/12/2020
4207-1,City,Town,2012,City Garage,5,933,79.99,119.99,149.99,,5.70201E+12,,58.2,37.8,10.3,,139.73,86.42,1/6/2012,31/12/2013
7946-1,Castle,Kingdoms,2010,King's Castle,8,933,81.99,99.99,129.99,,5.70201E+12,6.73419E+11,58.19,37.8,8.71,2.01,404.72,195.26,1/6/2010,31/12/2011
75293-1,Star Wars,Galaxy's Edge,2020,Resistance I-TS Transport,4,932,89.99,99.99,139.99,99.99,5.70202E+12,,35.4,37.8,9.4,,104.76,105,1/8/2020,31/12/2021
